Pod,Season,Ep,Episode_ID,Film,Release_Date,Length,Length_minutes,Reviewer,Guest,MMM_Count,Thats_Great_Count,Notable_Moments,H_Flex,J_Flex,Kevs_Question,TildaH,TildaJason,TildaGuest,TildaCorey,Chuckle_Hut_Favorites,Show_Link,Artwork_Link,Letterboxd_Link,IMDB_Link
EH,8,283,283,The Running Man (2025) - LIVE,45984,0.05738425925925926,"=G295/TIME(0,0,60)",birria,Live Audience,10,16,"2nd live episode in Pod history, recorded at Light Rail Studios during #Meetup2025 in San Francisco 
- Watch the live video - https://www.patreon.com/posts/running-man-2025-144055775 
- Meetup people saw The Running Man at the Metreon IMAX, then headed to the studio for the live recording 
- Haitch calls Ben Richards ""Ben Rhodes"" in the movie description 
- Running Man is fine - Edgar Wright made a fun, bright, fast movie, but Third Act Problems 
- Jason offers to be the ""Digital Court Jew"" for the new pope (about AI policy) 
- More talk about the Yummy Mommy thing, Crystal says ""Poor Matt"" 
- After Ethan's question about best coffee, Haitch talks about ripping fascist stickers off the windows at Java Hut 
- Letters - Lizzen (video message), Bog Pod (video message from Vietnam), Truthsayer Live, Animal Mother Live (parody of Network - including the canonical pronunciation of ""Yummy Mommy""), Silly Oswald live (Love Actually cue card bit), Kev Video message, Corey Live, Mr Java live (Rainbow Connection parody sing-along)",N/A,N/A,"If you could go back and re-do an episode of Escape Hatch, what would it be and why?",The Michael Sera part,Brolin Character,N/A,The crazy mom,,https://www.patreon.com/posts/running-man-2025-144048692,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1763686087851-8c9802f153ffb.jpg,https://letterboxd.com/film/the-running-man-2025/,https://www.imdb.com/title/tt14107334/?ref_=ext_shr_lnk
EH,8,284,284,Best of Escape Hatch: The Lord of the Rings: The Fellowship of the Ring (2001),45991,0.10416666666666667,"=G296/TIME(0,0,60)",birria,Joanna Robinson,0,0,"A re-release of episode 225 of Escape Hatch, originally released 12/15/2024 - good to hear this before next's week's The Two Towers with Joanna Robinson 
- Wrap-up of the 2025 Meetup 
- Are we at the top of the AI bubble? 
- Talk about Thanksgiving 
- Fellowship episode is a banger",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/best-of-escape-144091564,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1734228682624-b07ec89e033ee.jpg,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/,https://www.imdb.com/title/tt0120737/?ref_=ext_shr_lnk
EH,8,285,285,The Lord of the Rings - The Two Towers (2002),45998,0.07462962962962963,"=G297/TIME(0,0,60)",birria,Joanna Robinson,51,0,"No Jason - On assignment. just Haitch and Jo 
- Good discussion with Jo about the House of R Stranger Things robust coverage and the Prestige TV Podcast coverage of Pluribus 
- Jo is a GREAT guest to have on to talk LOTR and The 2 Towers 
- Joanna and her high school friend made up words to lots of Howard Shore's music from LOTR - ""You're in the land of Rohan. All the people look like Horses."" 
- Good talk about everything Tolkien pulled form Norse mythology and Shakespeare, specifically for Rohan 
- Jackson cut all of Arwyn's action stuff at Helms Deep - Jo laments what might have been. And later Lizzen does the same 
- Helm's Deep is unparalleled in filmed battles - Game of Thrones spent a lot of money chasing this down. It's so well lit. Peter Jackson was asked where the light came from, and he replied ""Same place the music is coming from."" 
- The rendering of Golum with incredible technical artistry, and an amazing motion capture performance from Andy Serkis 
- Discussion of Sean Astin's performance of Sam - ""When Sam cries, we cry."" - Letters: Lizzen (Epic voicemail about Arwyn 
- Jo loves Lizzen), Animal Mother, Mr Java (Band of Gold parody), Truthsayer, Kev, Corey",N/A,N/A,What's the worst advice you ever received?,Grima Wormtongue,N/A,Saruman,Grimer Wormtongue,,https://www.patreon.com/posts/lord-of-rings-145217661,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1765033105655-bb55a2683268c.jpg,https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/,https://www.imdb.com/title/tt0167261/?ref_=ext_shr_lnk
EH,8,286,286,Rambo: First Blood Part II (1985),46005,0.07296296296296297,"=G298/TIME(0,0,60)",birria,Isaac Chotiner,34,5,"Haitch starts the episode telling Isaac that everything is ""Off the record"" 
- Isaac talks about his reputation as a really tough interviewer. 
- Chotiner is a Houston Rockets fan 
- Good discussion of the Politics of the movie and 1985 United States - around the treatment of US Veterans after they came back from Vietnam 
- This movie is a revenge fantasy in an attempt to reclaim a lost honor that was tarnished by enemies from within 
- Stallone's body is ridiculous, and he is really athletic in this movie 
- This is an archetypical 80s action movie that echoes across the rest of the decade 
- Letters - Animal Mother, Mr Java, Christmastime is Here parody), Truthsayer, Kev, Corey",N/A,N/A,"Who would you give a Kennedy Center Award to, and why?",Troutman,The Russian General,Co - The Love Interest,Corey forgot to do Tilda,,https://www.patreon.com/posts/rambo-first-part-145708544,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1765567440223-317e4438f0d0a.jpg,https://letterboxd.com/film/rambo-first-blood-part-ii/,https://www.imdb.com/title/tt0089880/?ref_=ext_shr_lnk
EH,8,287,287,The Nice Guys (2016),46012,0.07547453703703703,"=G299/TIME(0,0,60)",birria,Greg Yaitanes / Jonathan Tropper,48,14,"Talk about Lucky with Anya Taylor Joy and working in Sheridanverse
- Tropper writing Star Wars Starfighter
- Great discussion of direction and writing of this movie - just top tier
- The ""...and stuff..."" runner is great
- Every set-up in the film is paid off - ""Film students should study this film""
- Setting Crowe up as the grounded lead, and Gossling as the fuck-up was inspired
- Dramatic actors doing comedy
- Letters - Lizzen, Animal Mother, Mr Jave (September by Earth Wind and Fire parody), Truthsayer, Kev, Corey",N/A,N/A,Have you ever loved something that never got the acclaim it deserved?,John Boy,N/A,Tropper - Blue Face,Corey forgot to do Tilda,,https://www.patreon.com/posts/nice-guys-2016-146244338,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1766172781530-8484a8a40e23e.jpg,https://letterboxd.com/film/the-nice-guys/,https://www.imdb.com/title/tt3799694/?ref_=ext_shr_lnk
EH,8,288,288,Best of Escape Hatch: Die Hard (1986),46019,0.06288194444444445,"=G300/TIME(0,0,60)",birria,None,0,0,"A re-release of episode 75 of Dune Pod from 12/19/2021 - First Christmas episode on the Pod
- Jason is on record that he does not love the Christmas season
- Guys are going to go see Avatar Fire and Ash together
- Talk about the prospects of Dune 3 coming out in December 2026
- Great discussion of the Political Machinations in the Disney animated film Frozen
- In the episode, Haitch ""Interviewed"" Javier Bardem (""See you in the desert, Motherfucker""), The guys set goals for 2022, Jason is a big Hans Griber apologist, ""Yippie Ki-Yay Motherfucker"" should ve the American Motto and should be on the money
 ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/best-of-escape-146245490,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1639753609964-57b4ceb44ac23.jpg,https://letterboxd.com/film/die-hard/,https://www.imdb.com/title/tt0095016/?ref_=ext_shr_lnk
EH,8,289,289,Mailbag (2025),46026,0.04836805555555555,"=G301/TIME(0,0,60)",birria,None,18,12,"Talk about Christmas plans - Jason in Bend, Haitch in Hawaii 
- Talk about what a shitty year 2025 was (outside of the Podcast) 
- Talk about a strategy for a better 2026 
- Jason to Haitch: ""You think rich liberals don't have enough of a say in the Democratic Party?"" 
- Letters - Lizzen (Pick an underbaked Female character that deserves their own prestige story), Hex, Bog Pod (If you started a Film Production Company...), Dustin, Animal Mother, Mikey P, Truthsayer (Birria does the 2025 Escape Hatch Pod Data Central Wrapup Spectacular), Mr Java (We didn't start the fire parody with video! https://www.patreon.com/posts/mailbag-2025-mr-146452519 ), Kev, Corey",N/A,N/A,Can I use you guys as a reference?,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/mailbag-2025-146452168,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1766442302352-14141f71cef73.jpg
EH,8,290,290,The Prophecy (1995),46033,0.0817824074074074,"=G302/TIME(0,0,60)",birria,Jonesy Loves Beer,36,11,"Pod opens with Jonesy's Corn Chowder talk 
- Politics - Venezuela 
- Holiday viewings - Jason watched LOTR with the family over the holidays 
- Jonesy (Hockey guy) doesn't know about Heated Rivalry including #PodFirst ""Hog-Talk"" sounder 
- Blade Talk - Jason got a new Leatherman 
- Jason: ""Forget Lucifer. The fall from grace was Eric Stoltz falling from Back to the Future to this movie."" 
- Jonesy - This movie is basically identical to Highlander/Highlander 2 
- Good discussion of importance of religious mythology and how that never quire manifests in this movie 
- Viggo is basically the only thing that works in this movie 
- Letters - Animal Mother, Mr Java (Creed cover), Truthsayer, Kev, Corey",N/A,N/A,"If you could put Christopher Walken in any fairy tale, what would it be and why?",Usiel,Colonel Hate Crime,"Full Grown, Full Sized Mary",One of the faces in the Colonel's box,,https://www.patreon.com/posts/prophecy-1995-147844261,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1767998049024-97c03084f0768.jpg,https://letterboxd.com/film/the-prophecy/,https://www.imdb.com/title/tt0114194/?ref_=ext_shr_lnk
EH,8,291,291,Adaptation (2002),46040,0.07449074074074075,"=G303/TIME(0,0,60)",birria,Kev / ctcher,30,0,"No Jason - He's on assignment on this one 
- ctcher wants to do John Carter from Mars, and Haitch mostly shoots it down. Maybe a special ep when the pod hits 100 Patrons 
- Timothy Chalomet won the Golden Globe for Marty Supreme 
- This is the greatest Meta narrative in cinema history because Kauffman is constantly pointing out exactly what he is doing. ctcher - he's like a magician saying ""Look at what I'm doing under the cloak."" Kev - ""and the Magic Trick is still amazing"" 
- The cast is phenomenal - maybe Chris Cooper's best performance. Meryl Streep is just the greatest. And this was maybe the last pre-meme Great Performance by Nicholas Cage 
- Brian Cox drops in and drops bombs - incredible performance 
- Letters - Animal Mother, Truthsayer, Kev's Question live, Corey",N/A,N/A,"If you could do another podcast, what would it be, and why?",LaRoche,N/A,ctcher - Ron Livingston Kev - McKee,"Tilda plays Charlie, Nick plays Donald",,https://www.patreon.com/posts/adaptation-2002-148467241,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1768675814266-7753569aeb33a.jpg,https://letterboxd.com/film/adaptation/,https://www.imdb.com/title/tt0268126/?ref_=ext_shr_lnk
EH,8,292,292,Starman (1984),46047,0.08119212962962963,"=G304/TIME(0,0,60)",birria,Meredith Borders,32,20,"More talk on america's existential crisis - Meredith brings good context from overseas 
- Talk about Dune Messiah release with Avengers Doomsday 
- Knight of the Seven Kingdoms premiere 
- This movie came out the same week as David Lynch's Dune 
- Meredith starts with a quote from Party Down - ""Are Science Fiction and Heart mutually exclusive? One word - 'Cocoon,'"" Carpenter brings a real warmth to this movie unlike most of his other work 
- Noble Bird - Jeff Bridges worked with a dance instructor to get his mannerisms down 
- Karen Allen - Incredible in this movie, and she has incredible hair 
- Haitch - ""Was the Voyager Program a mistake?""(Dark Forest theory) 
- Space Hog - Jason explores Star Man's breeding kink 
- Jason tells story of his son Griffin correctly pointing out the Wilhelm Scream 
- Letters - Space Monkey letter that was intended for the Mailbag episode, BogPod, Animal Mother, Mr Java (One Eye'd One Horned Flying Purple People Eater parody), Truthsayer, Kev, Corey",N/A,N/A,"If you could put any episode of Escape Hatch on the Voyager records, what would it be and why?",Mark the SETI scientist,The Deer,Starman,The overnight cook,,https://www.patreon.com/posts/starman-1984-148969914,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1769210719303-96dd009079a33.jpg,https://letterboxd.com/film/starman/,https://www.imdb.com/title/tt0088172/?ref_=ext_shr_lnk
EH,8,293,293,Panic Room (2002),46054,0.0884837962962963,"=G305/TIME(0,0,60)",birria,Rosie Knight,27,11,"Jason starts with proposing a General Strike against Haitch Industries. Then talk about a real General Strike, Ice and Minnesota. 
- HogTalk - Knight of the Seven Kingdoms (""How can no one remember Ser Arwyn?"", and The Pitt S2E2. 
- Good David Fincher here - maybe his most Hitchcock movie 
- Haitch - ""This movie is Fucking Tense"" 
- Jodie Foster and Kristin Stewart have such great chemistry casting (even with Jared Leto, Forrest Whitaker, Dwight Yoakum, etc.) 
- Discussion of this movie in the Feminist lens is really great 
- Jason - talks about how pregnancy seems really hard and he's glad he will never have to do it. 
- Talk about Billionaires and Panic Rooms - devolves into why Billionaires aren't more charitable. 
- Letters - Lizzen, Animal Mother, Mr Java (Wide Open Spaces cover), Truthsayer, Kev, Corey",N/A,N/A,"When you are stuck at home, what is your go-to snack?",The Husband,Snooty Real Estate Agent,Combo of Burnam and Junior,Snooty Real Estate Agent,,https://www.patreon.com/posts/panic-room-2002-149394082,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1769668221012-b2a510787fac1.jpg,https://letterboxd.com/film/panic-room/,https://www.imdb.com/title/tt0258000/?ref_=ext_shr_lnk
EH,8,294,294,Point Blank (1967),46061,0.07462962962962963,"=G306/TIME(0,0,60)",birria,Loni Peristere / Derek Kolstad,43,24,"Loni Peristere (House of the Dragon S3 director) and Derek Kolstad (Creator of John Wick) - great guests for this pod 
- Derek on being a writer for film ""I'm not a visual thinker. I think in blurry Polaroids and words."" 
- Loni got his start on Season 3 of Buffy the Vampire Slayer, then Firefly (talk about how he helped come up with the signature spaceship zoom shot, then Battlestar Galactica) 
- Jason - ""I love when a statesman from the acting world starts a story with 'My dear boy,' you know it's going to be good."" about a story regarding Ben Kingsley. 
- This movie is lesser known in the Gen-X Dad Movie Cannon, but you can see the influence this film had on generations of filmmakers - Heat, Drive, No Country for Old Men, To Live and Die in LA, Michael Mann, Soderberg, Cohens, Tarantino, Fincher 
- Letters - Animal Mother, Mr Java (Jim Croce You Don't Mess Around With Jim parody), Truthsayer (segment about Point Break, not Point Blank), Kev, Corey",N/A,N/A,Have you ever gotten revenge?,Mal,The Hired Gun Assassin,Lonnie - The Assassin Derek - The used car salesman,Lee Marvin's character,,https://www.patreon.com/posts/point-blank-1967-150192094,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1770493290671-c04273ae7d461.jpg,https://letterboxd.com/film/point-blank/,https://www.imdb.com/title/tt0062138/?ref_=ext_shr_lnk
EH,8,295,295,Fast Times at Ridgemont High (1982),46068,0.06549768518518519,"=G307/TIME(0,0,60)",birria,Peter Kafka,40,7,"Pod starts with Super Bowl talk - On-line betting, prediction markets, AI commercials, Bad Bunny and Bad Bunny political discourse, Trailers (Mandolorian and Grogu, Further Adventures of Cliff Booth) 
- Talk about the proposed Netflix acquisition of Warner Brothers 
- Peter excited to FINALLY get to talk about a movie with Sex in it 
- Peter talks about the Melania premiere, including a wild story about Baron Trump and the British Police 
- Knight of the Seven Kingdoms - ""This is the best I have felt watching TV since Andor"" says Jason 
- Jason's first watch of Fast Times at Ridgemont High 
- Peter with a Savage take about the Escape Hatch pod listeners calling Mark Ratner from Fast Times ""The Escape Hatch coded kid"" ""Not an insult, just Truth-telling"" 
- Sean Penn ""Method Actor"" plus he's really funny in this movie 
- The guys ""really miss the Mall"" 
- Peter - ""This is a feminist Teen Sex comedy"" 
- Haitch tells a story about getting Blue Balls after a huge make-out session as a teen, then that his Youth Minister telling him ""God is cursing you"" - this is now canonically ""The Blue Balls Story"" 
- Peter calls the Phoebe Cates Pool Scene ""the Star Wars of teen sexuality. That is the Death Star being blown up. Minds being blown."" 
- Letters - Animal Mother, Truthsayer, Kev, Corey",N/A,N/A,"If you could teach a High School class, what would it be, and why?",Spicoli,The Car Stereo Salesman,Mr Hand,Damone,,https://www.patreon.com/posts/fast-times-at-150527536,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1770849728173-88104ac39ac9c.jpg,https://letterboxd.com/film/fast-times-at-ridgemont-high/,https://www.imdb.com/title/tt0083929/?ref_=ext_shr_lnk
EH,8,296,296,Best of Escape Hatch: No Country for Old Men (2007),46075,0.07436342592592593,"=G308/TIME(0,0,60)",birria,Ian de Borja,0,0,"A re-release of episode 6 of Dune Pod from 6/30/2020 
- Is the 6/7 meme dead? 
- Vacation week - Haitch in Tahoe and Jason on an Island in the South Pacific 
- Jason has been vibe-coding with Claude Code for Pod Data Central 2.0, and Transcript Bots 
- The guys reflect on listening back to an episode from very early in the Pod, deep in Covid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/best-of-escape-150616939,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1770944485749-27b2e9217eda1.jpg,https://letterboxd.com/film/no-country-for-old-men/,https://www.imdb.com/title/tt0477348/?ref_=ext_shr_lnk
EH,8,297,297,The Cable Guy (1996),46082,0.07119212962962963,"=G309/TIME(0,0,60)",birria,dale_a,34,6,"Haith calls Escape Hatch an ""Industry-Defining Podcast"" 
- Talk about Close-Up Magic at weddings 
- Audio of Timothee Chalomet talking to Matthew McConaughey sbout a giant turd 
- Jason comes to the conclusion that the Mid Nineties are the best we are ever going to have it 
- Cable Guy is a tremendous critique of where Media writ large was heading 
- Tremendous 90s soundtrack 
- Haitch had more Do Not Disturb failures with his IPad 
- Discussion Jim Carey comedic bombast - Jason calls it borderline dangerous 
- Jason raises the question of whether Haitch has ever killed someone. ""I would not be completely shocked""
- Jason talks about his Claude Code setup
- Letters - Animal Mother, Mr Java (Somebody to Love Jefferson Airplane parody), Truthsayer, Kev, Corey",N/A,N/A,"If you could program a Cable channel, what would you put on there and why?",The old man singing American Woman,Matthew Broderick's Mom,Stephen's Boss with the plugs,Matthew Broderick's character,,https://www.patreon.com/posts/cable-guy-1996-151750025,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1772146394731-4c4f5624d4601.jpg,https://letterboxd.com/film/the-cable-guy/,https://www.imdb.com/title/tt0115798/?ref_=ext_shr_lnk
EH,8,298,298,High Fidelity (2000),46089,0.08061342592592592,"=G310/TIME(0,0,60)",birria,Brian Schneider,43,12,"Brian is the former Magic the Gathering Lead Game Designer - he talks about the process of building a game, and the crossroads between Magic and Poker
- Tom and Zendaya got married in Tiburon
- Brian likes Nick Hornby's overarching premise that ""People aren's perfect""
- Jason - This feels like the last pre-9-11 movie - There is an abundance and stability in this movie (economic and social) that hasn't existed since 9-11.
- Haitch talks about opening up foor Green Day again
- Haitch - this is a Gen X classic
- Soundtrack talk - Jason doesn't think the soundtrack is all that, considering the importance of Gen X music in the film. Too much 70s Boomer music, not enough Punk and New Wave.
- Jack Black is 1000 Watts in this movie
- Letters - Bog Pod, Animal Mother, Mr Java (Greg Kihn Band - Jeopardy parody), Truthsayer, Kev, Corey",N/A,N/A,What physical media do you miss the most?,Ian,Lisa Bonet,Laura,Corey forgot to do Tilda,,https://www.patreon.com/posts/high-fidelity-152422927,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1772840465358-d577f73c71ef6.jpg,https://letterboxd.com/film/high-fidelity/,https://www.imdb.com/title/tt0146882/
EH,8,299,299,Argo (2012),46096,0.09815972222222222,"=G311/TIME(0,0,60)",birria,Ben Rhodes,37,21,"Opens with talk about the Iran war - Ben is the perfect guest to talk about how crazy and illegal this war is. Plus disheartening discussion about what comes next with China, Russia, North Korea, Cuba
- Ben's 6th appearance on the pod
- Talk about Timothee Chalomet's chances at the Oscars
- Dune 3 trailer coming - attached to theatrical release of Project Hail Mary
- Haitch's son Sam discovered Mottley Crue, Jason's kids are listening to Axolotl in the Ocean
- Ben talks about the CIA's relationship to Hollywood - CIA is really good at getting Hollywood to tell their side of the story (over Military and Government)
- Ben talks about the CIA's relationship to Hollywood - CIA is really good at getting Hollywood to tell their side of the story (over Military and Government)
- Letters - Bog Pod, Lizzen, Animal Mother, Mr Java with a Shakespeare parody, Truthsayer, Kev, Corey",N/A,N/A,"What's a plan you had that you didn't think would work, but everything worked out? ",Haitch couldn't top Jason's pick of the Ayatollah,Ayatollah Khomeni,Bryan Cranston CIA character,Bryan Cranston CIA character,,https://www.patreon.com/posts/argo-2012-153108151,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1773594372574-f2f2f686972a2.jpg,https://letterboxd.com/film/argo/,https://www.imdb.com/title/tt1024648/?ref_=ext_shr_lnk
EH,8,300,300,The Shining (1980),46098,0.12304398148148148,"=G312/TIME(0,0,60)",birria,Ryan Condal / Dave Mandel,65,20,"Episode 300! And it's a great one
- Dune 3 Trailer dropped on the day of the recording - great discussion of the trailer
- Talk about the Oscars - One Battle After Another beat out Sinners, Michael B Jordan beats out Timothee Chalomet
- Somehow this became the Stephen Webber episode (Dave thought we were talking about the Shining miniseries)
- Dave talks about how Alcoholism informs this whole movie. Kubrick plays that up, and that's probably why Stephen King dislikes the film
- Ryan - this is a great example of Location As Character with the Overlook Hotel
- It's a great discussion of the quality and importance of this film. Dave and Ryan are perfect guests for this classic. 
- Letters - Rosie Knight (Dune 3 trailer review), Lizzen, Silly Oswald, Animal Mother, Mr Java (Bowie All The Young Dudes parody), Bog Pod, Truthsayer, Kev, Corey
- End of the episode features Lapis Lazuli Blues - the Noir Radio Play produced by Birria and featuring all of the voicemailers and hosts
- PodFirst - Jason proposes a new segment where he draws a random Dune tarot card and explains what it means",N/A,N/A,"What is your dream vacation, and why is it New York?",Lloyd,The woman in the bathtub,"Dave - Scatman Crothers or the woman in the bathtub or Tony
Ryan - The Grady Twins",Lloyd,,https://www.patreon.com/posts/episode-300-1980-153509299,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1774013001047-35e2c4a54b8de.jpg,https://letterboxd.com/film/the-shining/,https://www.imdb.com/title/tt0081505/
EH,9,301,301,Project Hail Mary (2026),46107,0.09069444444444444,131,birria,Van Lathan,48,14,"First appearance for Van on the show, and he's a top-tier guest.
- Van - Lord and Miller are now creatives who have the ""Seal of Approval"" - you know they are going to try to do something interesting
- Van compares Ryan Gosling to Kobe Bryant - he took the long path to greatness
- The Sign of the Times Karaoke song - this scene just freaking works. Great discussion of Sandra Huller and her performance
- Every Space Movie Trope is in this movie, and it's a miracle that everything works
- Some discussion of the 3rd act being clunky, leads into a discussion of Perfect movies vs Great movies (for Perfect - Van mentions The Matrix and No Country for Old Men. Jason brings up Jaws and Empire Strikes Back)
- Van fakes Jason out by making a joke claim that he want to Princeton
- Greg Frasier (cinematographer) good discussion of his innovative work
- Funny discussion on the new Beatles movies which Greg is shooting
- Rocky is a great character - fully realized with design, puppetry, performance by James Ortiz, and effects
- Great talk about going to see movies at the theater. 
- Letters - Lizzen, Mr Java collab with Animal Mother (Aerosmith Amazing parody), Truthsayer, Kev, Corey",N/A,N/A,"What is the last song you'd sing at Karaoke if the world was coming to an end? What is your ""Farewell to Earth?""",N/A - Haitch didn't mention a Tilda,A one line cameo as Rocky's partner Adrian,Eva Stratt (the mission head),"Corey didn't watch the movie, and didn't give a Tilda",,https://www.patreon.com/posts/project-hail-154040116,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1774569695417-aa94f8388b804.jpg,https://letterboxd.com/film/project-hail-mary/,https://www.imdb.com/title/tt12042730/
EH,9,302,302,Hard Boiled (1992),46117,0.060381944444444446,87,birria,Devindra Hardawar,29,9,"Haitch is getting 2 dogs.
- Talk about Vibe Coding - Devindra is not doing any. Jason has built Transcript Bot. 
- Devindra on Chow Yun Fat - there is nobody cooler than this guy. Effortless Charisma
- Devindra - Allen needed a cooler name - ""Tequila and Allen"" just doesn't work
- Tony Leung - terrific in this movie. Easy to see the guy he will become in Wong Kar-Wai movies in the future
- Jason - ""Tarantino You Hack!""
- Mad Dog - Phillip Chung-Fung Kwok - was not in the movie. They created the part when they saw what he could do. 
- Devindra - The John Woo operatic violence style is so iconic
- Haitch has never seen Bloodsport
- The Hospital One-Shot scene is iconic
- Jason's doctor told him ""You are borderline critically fat""
- Letters - Truthsayer, Kev, Corey",N/A,N/A,What is your wildest babysitting story?,Uncle Hoi,One of the babies,Mad Dog,Mad Dog,,https://www.patreon.com/posts/hard-boiled-1992-154681106,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1775220366732-727340fa2860c.jpg,https://letterboxd.com/film/hard-boiled/,https://www.imdb.com/title/tt0104684/
EH,9,303,303,Midnight Run (1988),46131,0.06936342592592593,100,birria,Dave Itzkoff,33,14,"Pod opens with Dave's description of Pantherian roller coaster at King's Dominion on his Spring Break trip
- Jason's trip to Iceland
- Haitch debuts explore.escapehatchpod.com that he vibe coded with Claude
- Jason talks about a possible future for fully bespoke software where you build whatever you need, because code is essentially free. Interesting ideas here
- Cinemacon - Social Reckoning trailer with Jeremy Strong/Sorkin, Beyond The Spiderverse trailer, and tease of Dune Part 3 and Avengers Doomsday stuff coming
- Meetup! Dec 18 Dune 3 private screening
- Midnight Run has become a huge Cult Classic
- Dave just doesn't get this movie, Jason is on board with this take too. Thinks it is a rote motif repeated over and over in the film. 
- Haitch fights back and explains why he loves it so much. Jason revels in Dave putting Haitch on his back foot. 
- DeNiro as comedic actor, Grodin in one of his biggest roles, but Dave thinks John Ashton as the other bounty hunter pulls the film together
- The rest of the cast - Yaphett Kotto, Dennis Farina, Phillip Baker Hall, Joe Pantoliano - amazing ensemble 
- Jason says this is basically the Muppet Movie, then they re-cast the movie with Muppets
- Letters - Animal Mother, Truthsayer, Kev, Corey",N/A,N/A,Do you have any road trip stories? What was the longest you ever spent in a car?,Joey Pants part,Yaphet Kotto part,"Airline Ticket Agent who asks ""Smoking or Non Smoking""",Every single long white cigarette that is smoked in this movie.,,https://www.patreon.com/posts/midnight-run-155805309,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1776375086155-69e8167150eb5.jpg,https://letterboxd.com/film/midnight-run/,https://www.imdb.com/title/tt0095631/
EH,9,304,304,Battlestar Galactica,46138,0.07950231481481482,114,birria,Sara Beykpour,38,9,"Haitch is working on using Claude as the new ""producer"" for the pod
- Jason is concerned about how Haitch has been talking to his AI agents, calling it ""AI Psychosis"" 
- Sarah talks about how AI has quickly transformed from a ""tool"" to a ""partner"" 
- Talk about Palantir Manifesto 
- Dune 3 - first 7 minutes of the movie played at CinemaCon. Comparisons to Saving Private Ryan
- Jason - you can really tell Pre-9-11 Sci-fi vs Post-9-11 Sci-Fi. BSG is a great example of this
- Gaius Baltar (played by James Callas) - A world-class narcissist villain 
- Six is incredibly hot (played by Tricia Helfer)
- The scope and ambition of this show is incredible - easy to understand the impact and legacy
- Edward James Olmos as Adama, and Mary McDonnell as Roslin are the beating heart of the show. Sarah - ""All of the best lines in this show come from Adama""
- Rewatching this show in our age of emergent AI and Cyber Security vulnerabilities is eye-opening
- Letters - Lizzen, Animal Mother, Mr. Java (All Along The Watchtower parody), Truthsayer, Kev, Corey",N/A,N/A,What TV show (that's not BSG or Lost or Andor) would you want to revisit for a Podcast?,Col. Tigh,Baltar,Adama,Starbuck,,https://www.patreon.com/posts/battlestar-2003-156380207,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1776975311762-b77d452b78934.jpg,https://letterboxd.com/film/battlestar-galactica-2003/,https://www.imdb.com/title/tt0314979/?ref_=fn_i_2
